iso3,weapon,outcome,lag,rho
NAM,AIR,part_n_extraterritorial,2,-0.23361811881468325
NAM,AIR,part_n_extraterritorial,3,0.03745898888465582
NAM,AIR,part_n_extraterritorial,4,0.1151294667069591
NAM,AIR,part_n_extraterritorial,5,0.0925968228274187
NER,AIR,part_n_extraterritorial,0,0.29097061558431164
NER,AIR,part_n_extraterritorial,1,0.010339589313347518
NER,AIR,part_n_extraterritorial,2,0.03525585678095626
NER,AIR,part_n_extraterritorial,3,-0.24994591562411667
NER,AIR,part_n_extraterritorial,4,-0.1300909842437694
NER,AIR,part_n_extraterritorial,5,0.2557775170129175
NGA,AIR,part_n_extraterritorial,0,-0.16660632758378585
NGA,AIR,part_n_extraterritorial,1,-0.2382462459921061
NGA,AIR,part_n_extraterritorial,2,0.13866492035702424
NGA,AIR,part_n_extraterritorial,3,0.2855035444488649
NGA,AIR,part_n_extraterritorial,4,-0.24452091550151914
NGA,AIR,part_n_extraterritorial,5,0.049159121122198175
NIC,AIR,part_n_extraterritorial,0,1.5803246070712053e-19
NIC,AIR,part_n_extraterritorial,1,-4.38202001136567e-19
NIC,AIR,part_n_extraterritorial,2,-2.852114871267492e-19
NIC,AIR,part_n_extraterritorial,3,2.9630064221775246e-19
NIC,AIR,part_n_extraterritorial,4,-3.658881144338019e-19
NIC,AIR,part_n_extraterritorial,5,-3.20725790375558e-19
NLD,AIR,part_n_extraterritorial,0,-0.02584667327149743
NLD,AIR,part_n_extraterritorial,1,0.10056120325577465
NLD,AIR,part_n_extraterritorial,2,-0.28900100581372246
NLD,AIR,part_n_extraterritorial,3,0.32652575699883163
NLD,AIR,part_n_extraterritorial,4,-0.10953578999001451
NLD,AIR,part_n_extraterritorial,5,0.030420770793031994
NOR,AIR,part_n_extraterritorial,0,-0.2590018866707792
NOR,AIR,part_n_extraterritorial,1,0.19291039795797907
NOR,AIR,part_n_extraterritorial,2,-0.057610733659072356
NOR,AIR,part_n_extraterritorial,3,0.15427516782436623
NOR,AIR,part_n_extraterritorial,4,-0.2816989827238453
NOR,AIR,part_n_extraterritorial,5,0.23989187810206206
NPL,AIR,part_n_extraterritorial,0,0.022859442698479664
NPL,AIR,part_n_extraterritorial,1,-0.28481985352304273
NPL,AIR,part_n_extraterritorial,2,0.08311751638732919
NPL,AIR,part_n_extraterritorial,3,0.2806204905126402
NPL,AIR,part_n_extraterritorial,4,0.16948459460411042
NPL,AIR,part_n_extraterritorial,5,-0.34027267163164177
NZL,AIR,part_n_extraterritorial,0,0.11102348953578403
NZL,AIR,part_n_extraterritorial,1,0.040207447528302825
NZL,AIR,part_n_extraterritorial,2,-0.07090316702090903
NZL,AIR,part_n_extraterritorial,3,0.034028824291703404
NZL,AIR,part_n_extraterritorial,4,-0.27374633429812834
NZL,AIR,part_n_extraterritorial,5,0.16116077441221774
OMN,AIR,part_n_extraterritorial,0,-2.1897746899956156e-20
OMN,AIR,part_n_extraterritorial,1,-0.014700664693685252
OMN,AIR,part_n_extraterritorial,2,0.020472461950161086
PAK,AIR,part_n_extraterritorial,0,0.156845379814841
PAK,AIR,part_n_extraterritorial,1,0.1771070746915631
PAK,AIR,part_n_extraterritorial,2,-0.20352917581513993
PAK,AIR,part_n_extraterritorial,3,0.1143633700616369
PAK,AIR,part_n_extraterritorial,4,-0.03709341540467978
PAK,AIR,part_n_extraterritorial,5,0.013757367158696954
PER,AIR,part_n_extraterritorial,0,0.1598626220448255
PER,AIR,part_n_extraterritorial,1,0.07243683761583862
PER,AIR,part_n_extraterritorial,2,-0.3846423365966143
PER,AIR,part_n_extraterritorial,3,0.2672615188186939
PER,AIR,part_n_extraterritorial,4,0.14838724716681173
PER,AIR,part_n_extraterritorial,5,-0.06357350458788374
PHL,AIR,part_n_extraterritorial,0,0.1702611310018629
PHL,AIR,part_n_extraterritorial,1,-0.013213220481958285
PHL,AIR,part_n_extraterritorial,2,-0.07626486653646229
PHL,AIR,part_n_extraterritorial,3,0.2922496732180624
PHL,AIR,part_n_extraterritorial,4,-0.363092281261602
PHL,AIR,part_n_extraterritorial,5,-0.2136464593193414
POL,AIR,part_n_extraterritorial,0,0.21428556491725814
POL,AIR,part_n_extraterritorial,1,0.11244300400004338
POL,AIR,part_n_extraterritorial,2,-0.09722467698274363
POL,AIR,part_n_extraterritorial,3,0.16594611720508987
POL,AIR,part_n_extraterritorial,4,-0.044959713061847616
POL,AIR,part_n_extraterritorial,5,0.1430221808021128
PRK,AIR,part_n_extraterritorial,0,0.023657158384788206
PRK,AIR,part_n_extraterritorial,1,0.02437031779997347
PRK,AIR,part_n_extraterritorial,2,0.025127811572351066
PRK,AIR,part_n_extraterritorial,3,0.02593390653474591
PRK,AIR,part_n_extraterritorial,4,0.026793435208789882
PRK,AIR,part_n_extraterritorial,5,0.027711892767835547
PRT,AIR,part_n_extraterritorial,0,0.07540908016451792
PRT,AIR,part_n_extraterritorial,1,0.08911676346599263
PRT,AIR,part_n_extraterritorial,2,-0.12406536282126153
PRT,AIR,part_n_extraterritorial,3,0.015133237563824198
PRT,AIR,part_n_extraterritorial,4,-0.1530091383476184
PRT,AIR,part_n_extraterritorial,5,0.0937326668813598
PRY,AIR,part_n_extraterritorial,0,-0.17130950814703721
PRY,AIR,part_n_extraterritorial,1,0.2675308850966369
PRY,AIR,part_n_extraterritorial,2,-0.2513073336437545
PRY,AIR,part_n_extraterritorial,3,0.2180148067250204
PRY,AIR,part_n_extraterritorial,4,0.012945589407734147
PRY,AIR,part_n_extraterritorial,5,0.06389931528526961
QAT,AIR,part_n_extraterritorial,0,-0.00848266030623565
QAT,AIR,part_n_extraterritorial,1,0.20907974467996807
QAT,AIR,part_n_extraterritorial,2,-0.12716864425204408
QAT,AIR,part_n_extraterritorial,3,-0.09991540332670146
QAT,AIR,part_n_extraterritorial,4,0.050720332637717774
QAT,AIR,part_n_extraterritorial,5,0.05117391552043443
ROU,AIR,part_n_extraterritorial,0,0.1895326438938862
ROU,AIR,part_n_extraterritorial,1,-0.2995857021326733
ROU,AIR,part_n_extraterritorial,2,0.06395718739437639
ROU,AIR,part_n_extraterritorial,3,0.0692251154704661
ROU,AIR,part_n_extraterritorial,4,-0.27254221408034157
ROU,AIR,part_n_extraterritorial,5,0.08431023370867313
RUS,AIR,part_n_extraterritorial,0,0.04562622608626929
RUS,AIR,part_n_extraterritorial,1,-0.1335819360719562
RUS,AIR,part_n_extraterritorial,2,0.09322297208591668
RUS,AIR,part_n_extraterritorial,3,0.12495590927769681
RUS,AIR,part_n_extraterritorial,4,0.11700444451537807
RUS,AIR,part_n_extraterritorial,5,0.01703305519836906
RWA,AIR,part_n_extraterritorial,0,0.27069758723123677
RWA,AIR,part_n_extraterritorial,1,-0.0726677094751535
RWA,AIR,part_n_extraterritorial,2,-0.16707831109464835
RWA,AIR,part_n_extraterritorial,3,0.04879372357358358
RWA,AIR,part_n_extraterritorial,4,-0.06183883091539159
RWA,AIR,part_n_extraterritorial,5,-0.11226133312931512
SAU,AIR,part_n_extraterritorial,0,0.08032767973477253
SAU,AIR,part_n_extraterritorial,1,-0.018929580950329025
SAU,AIR,part_n_extraterritorial,2,0.07425985898764706
SAU,AIR,part_n_extraterritorial,3,0.0772311147732416
SAU,AIR,part_n_extraterritorial,4,-0.27502418734340844
SAU,AIR,part_n_extraterritorial,5,0.12026212159579094
SDN,AIR,part_n_extraterritorial,0,0.0926578180994423
SDN,AIR,part_n_extraterritorial,1,-0.15936347288036795
SDN,AIR,part_n_extraterritorial,2,0.08346419385592742
SDN,AIR,part_n_extraterritorial,3,-0.14291489811704286
SDN,AIR,part_n_extraterritorial,4,0.37478163919803226
SDN,AIR,part_n_extraterritorial,5,-0.1769760241622325
SEN,AIR,part_n_extraterritorial,0,0.29761042833855644
SEN,AIR,part_n_extraterritorial,1,-0.26297056347214576
SEN,AIR,part_n_extraterritorial,2,0.1753766471189757
SEN,AIR,part_n_extraterritorial,3,-0.07852880962443937
SEN,AIR,part_n_extraterritorial,4,0.008544227153764197
SEN,AIR,part_n_extraterritorial,5,-0.3912049036724982
SGP,AIR,part_n_extraterritorial,0,0.1400247063893095
SGP,AIR,part_n_extraterritorial,1,0.04953419287776163
SGP,AIR,part_n_extraterritorial,2,-0.01044390339667645
SGP,AIR,part_n_extraterritorial,3,-0.19127258757097632
SGP,AIR,part_n_extraterritorial,4,-0.030372674998577376
SGP,AIR,part_n_extraterritorial,5,0.2523570664729484
SLE,AIR,part_n_extraterritorial,0,7.334165174967951e-20
SLE,AIR,part_n_extraterritorial,1,-1.756426621229027e-20
SLE,AIR,part_n_extraterritorial,2,0.0
SLE,AIR,part_n_extraterritorial,3,-7.304396399337294e-19
SLE,AIR,part_n_extraterritorial,4,2.9747761129639147e-19
SLE,AIR,part_n_extraterritorial,5,-3.0645310874211666e-19
SLV,AIR,part_n_extraterritorial,0,-0.32905358289149544
SLV,AIR,part_n_extraterritorial,1,0.24480551289345304
SLV,AIR,part_n_extraterritorial,2,-0.1935435266637965
SLV,AIR,part_n_extraterritorial,3,0.22691010573556503
SLV,AIR,part_n_extraterritorial,4,-0.07873011277506373
SLV,AIR,part_n_extraterritorial,5,0.09595582202245241
SRB,AIR,part_n_extraterritorial,0,-0.07195334369372142
SRB,AIR,part_n_extraterritorial,1,0.09369006743751304
SRB,AIR,part_n_extraterritorial,2,-0.1013746967860037
SRB,AIR,part_n_extraterritorial,3,-0.28901578339755996
SRB,AIR,part_n_extraterritorial,4,0.6163334305050667
SRB,AIR,part_n_extraterritorial,5,-0.0744597078941244
SSD,AIR,part_n_extraterritorial,0,0.3862629375856334
SSD,AIR,part_n_extraterritorial,1,-0.2870207378930888
SSD,AIR,part_n_extraterritorial,2,0.04590184577083321
SSD,AIR,part_n_extraterritorial,3,0.16535400623530455
SSD,AIR,part_n_extraterritorial,4,-0.10562792600306888
SSD,AIR,part_n_extraterritorial,5,-0.22504153854114195
SVK,AIR,part_n_extraterritorial,0,0.008899062449534815
SVK,AIR,part_n_extraterritorial,1,-0.040991379367646893
SVK,AIR,part_n_extraterritorial,2,0.16307460345032457
SVK,AIR,part_n_extraterritorial,3,0.010041865802211102
SVK,AIR,part_n_extraterritorial,4,-0.018504151130966547
SVK,AIR,part_n_extraterritorial,5,0.13910166354378745
SVN,AIR,part_n_extraterritorial,0,-0.011676539855060402
SVN,AIR,part_n_extraterritorial,1,-0.223422092620235
SVN,AIR,part_n_extraterritorial,2,-5.563611898274327e-20
SVN,AIR,part_n_extraterritorial,3,0.09019766939690879
SVN,AIR,part_n_extraterritorial,4,2.015779038009885e-34
SVN,AIR,part_n_extraterritorial,5,0.12712647493615384
SWE,AIR,part_n_extraterritorial,0,-0.009525480287078015
SWE,AIR,part_n_extraterritorial,1,-0.11477681850166135
SWE,AIR,part_n_extraterritorial,2,0.3269755607520639
SWE,AIR,part_n_extraterritorial,3,-0.16985340418148914
SWE,AIR,part_n_extraterritorial,4,0.1077904428439303
SWE,AIR,part_n_extraterritorial,5,-0.030866710050164486
SYR,AIR,part_n_extraterritorial,0,-0.14422116336795202
SYR,AIR,part_n_extraterritorial,1,0.5475650708699045
SYR,AIR,part_n_extraterritorial,2,-0.2682088333772526
TCD,AIR,part_n_extraterritorial,0,0.10838651520638887
TCD,AIR,part_n_extraterritorial,1,-0.21907055665868608
TCD,AIR,part_n_extraterritorial,2,-0.01746137351152165
TCD,AIR,part_n_extraterritorial,3,-0.044680851056692124
TCD,AIR,part_n_extraterritorial,4,-0.017575236010397476
TCD,AIR,part_n_extraterritorial,5,0.25117493443243927
TGO,AIR,part_n_extraterritorial,0,-0.10281017934899901
TGO,AIR,part_n_extraterritorial,1,0.24989896707003859
TGO,AIR,part_n_extraterritorial,2,-0.23863244449299728
TGO,AIR,part_n_extraterritorial,3,0.004124231197154807
TGO,AIR,part_n_extraterritorial,4,0.14565691980468232
TGO,AIR,part_n_extraterritorial,5,-0.20633049590572433
THA,AIR,part_n_extraterritorial,0,-0.1946869936923102
THA,AIR,part_n_extraterritorial,1,0.08908355939314147
THA,AIR,part_n_extraterritorial,2,-0.008515573159085384
THA,AIR,part_n_extraterritorial,3,0.023058798606067306
THA,AIR,part_n_extraterritorial,4,0.13578805784332418
THA,AIR,part_n_extraterritorial,5,0.15720303308397784
TJK,AIR,part_n_extraterritorial,0,2.7624741207769183e-20
TJK,AIR,part_n_extraterritorial,1,2.988672557770777e-20
TJK,AIR,part_n_extraterritorial,2,0.0
TJK,AIR,part_n_extraterritorial,3,0.0
TJK,AIR,part_n_extraterritorial,4,0.0
TJK,AIR,part_n_extraterritorial,5,-0.24398668647998198
TKM,AIR,part_n_extraterritorial,0,-1.913739106160424e-18
TKM,AIR,part_n_extraterritorial,1,-1.1009596622404463e-18
TKM,AIR,part_n_extraterritorial,2,-0.5140476537385866
TKM,AIR,part_n_extraterritorial,3,0.5808455203461137
TKM,AIR,part_n_extraterritorial,4,-1.6363357668687393e-18
TKM,AIR,part_n_extraterritorial,5,1.5636803540940606e-18
TON,AIR,part_n_extraterritorial,0,0.0
TON,AIR,part_n_extraterritorial,1,3.7382019824398644e-35
TON,AIR,part_n_extraterritorial,2,0.0
TON,AIR,part_n_extraterritorial,3,0.0
TON,AIR,part_n_extraterritorial,4,0.0
TON,AIR,part_n_extraterritorial,5,2.9994571723814066e-35
TUN,AIR,part_n_extraterritorial,0,-0.2526398010864654
TUN,AIR,part_n_extraterritorial,1,0.3771718415571708
TUN,AIR,part_n_extraterritorial,2,-0.09905538777756047
TUN,AIR,part_n_extraterritorial,3,-0.18704357486448744
TUN,AIR,part_n_extraterritorial,4,0.3603153438002297
TUN,AIR,part_n_extraterritorial,5,-0.061145987030236146
TUR,AIR,part_n_extraterritorial,0,0.042390340324619996
TUR,AIR,part_n_extraterritorial,1,0.018872780870821886
TUR,AIR,part_n_extraterritorial,2,-0.10072339652122406
TUR,AIR,part_n_extraterritorial,3,-0.20453297596568168
TUR,AIR,part_n_extraterritorial,4,0.21704343462910253
TUR,AIR,part_n_extraterritorial,5,-0.13452311816756485
TZA,AIR,part_n_extraterritorial,0,-0.1681573109856082
TZA,AIR,part_n_extraterritorial,1,-0.002413349405790187
TZA,AIR,part_n_extraterritorial,2,0.3708587653658557
TZA,AIR,part_n_extraterritorial,3,-0.07638888514913011
TZA,AIR,part_n_extraterritorial,4,-0.27705906226173477
TZA,AIR,part_n_extraterritorial,5,0.03844941091734653
UGA,AIR,part_n_extraterritorial,0,0.34600461924992
UGA,AIR,part_n_extraterritorial,1,0.09109112597001386
UGA,AIR,part_n_extraterritorial,2,-0.2446780918647066
UGA,AIR,part_n_extraterritorial,3,0.13863314420624392
UGA,AIR,part_n_extraterritorial,4,0.05468797138768328
UGA,AIR,part_n_extraterritorial,5,-0.02740374102809063
UKR,AIR,part_n_extraterritorial,0,0.15187844685851276
UKR,AIR,part_n_extraterritorial,1,-0.030147152538488483
UKR,AIR,part_n_extraterritorial,2,-0.4734129209528784
UKR,AIR,part_n_extraterritorial,3,0.43227749155470996
UKR,AIR,part_n_extraterritorial,4,-0.13694965112521024
UKR,AIR,part_n_extraterritorial,5,-0.4081443872675189
USA,AIR,part_n_extraterritorial,0,-0.02189669218827687
USA,AIR,part_n_extraterritorial,1,-0.13230316871681425
USA,AIR,part_n_extraterritorial,2,0.11750173420547107
USA,AIR,part_n_extraterritorial,3,-0.19635704486530847
USA,AIR,part_n_extraterritorial,4,0.015539378365975158
USA,AIR,part_n_extraterritorial,5,-0.29753453091257853
UZB,AIR,part_n_extraterritorial,0,0.0
UZB,AIR,part_n_extraterritorial,1,-2.921217133545507e-19
UZB,AIR,part_n_extraterritorial,2,-5.732828333495855e-19
UZB,AIR,part_n_extraterritorial,3,0.013165757025686842
UZB,AIR,part_n_extraterritorial,4,0.022540074745031037
UZB,AIR,part_n_extraterritorial,5,0.021757282103811906
VNM,AIR,part_n_extraterritorial,0,0.09258968441507474
VNM,AIR,part_n_extraterritorial,1,0.2660467422613081
VNM,AIR,part_n_extraterritorial,2,-0.4249184549417163
VNM,AIR,part_n_extraterritorial,3,0.08691719736231295
VNM,AIR,part_n_extraterritorial,4,0.19597042546463642
VNM,AIR,part_n_extraterritorial,5,-0.17142521907734287
YEM,AIR,part_n_extraterritorial,0,0.31259987471453765
YEM,AIR,part_n_extraterritorial,1,-0.32288649446037987
YEM,AIR,part_n_extraterritorial,2,0.42903058631144375
YEM,AIR,part_n_extraterritorial,3,-0.33710088068599103
YEM,AIR,part_n_extraterritorial,4,0.22298524437495135
YEM,AIR,part_n_extraterritorial,5,-0.25336850152443674
ZAF,AIR,part_n_extraterritorial,0,-0.43092685715449824
ZAF,AIR,part_n_extraterritorial,1,0.035113943072842164
ZAF,AIR,part_n_extraterritorial,2,0.30678477827379713
ZAF,AIR,part_n_extraterritorial,3,0.0028861360906687608
ZAF,AIR,part_n_extraterritorial,4,-0.29991451210175263
ZAF,AIR,part_n_extraterritorial,5,0.05758578097244648
ZMB,AIR,part_n_extraterritorial,0,-0.2303525507274579
ZMB,AIR,part_n_extraterritorial,1,-0.14291332592773684
ZMB,AIR,part_n_extraterritorial,2,0.27282516664273077
ZMB,AIR,part_n_extraterritorial,3,0.0692928344138823
ZMB,AIR,part_n_extraterritorial,4,-0.12940444711629517
ZMB,AIR,part_n_extraterritorial,5,-0.019973731436320002
ZWE,AIR,part_n_extraterritorial,0,0.01347358645349695
ZWE,AIR,part_n_extraterritorial,1,-0.053626938937454065
ZWE,AIR,part_n_extraterritorial,2,0.07254905043608074
ZWE,AIR,part_n_extraterritorial,3,-0.10978085262917854
ZWE,AIR,part_n_extraterritorial,4,-0.17476739071973735
ZWE,AIR,part_n_extraterritorial,5,-0.10331680109405528
AFG,MISSILES,part_n_minor,0,0.0741939260332584
AFG,MISSILES,part_n_minor,1,-0.019374366664663613
AFG,MISSILES,part_n_minor,2,0.0031283668610899507
AFG,MISSILES,part_n_minor,3,-0.11465490864983423
AFG,MISSILES,part_n_minor,4,0.14411144268793297
AFG,MISSILES,part_n_minor,5,0.4205549378472531
AGO,MISSILES,part_n_minor,0,-0.4227747779394056
AGO,MISSILES,part_n_minor,1,0.1996969840806694
AGO,MISSILES,part_n_minor,2,0.11204732383424344
AGO,MISSILES,part_n_minor,3,-0.2606694035068514
AGO,MISSILES,part_n_minor,4,0.11554397965571786
AGO,MISSILES,part_n_minor,5,0.0680174991911607
ALB,MISSILES,part_n_minor,0,0.0
ALB,MISSILES,part_n_minor,1,0.0
ALB,MISSILES,part_n_minor,2,0.0
ALB,MISSILES,part_n_minor,3,0.0
ALB,MISSILES,part_n_minor,4,0.0
ALB,MISSILES,part_n_minor,5,0.0
ARE,MISSILES,part_n_minor,0,0.13184118431584574
ARE,MISSILES,part_n_minor,1,-0.06835257913904245
ARE,MISSILES,part_n_minor,2,-0.2195081557248252
ARE,MISSILES,part_n_minor,3,-0.05837407152403875
ARE,MISSILES,part_n_minor,4,0.24438789668956787
ARE,MISSILES,part_n_minor,5,-0.21212614989758466
ARG,MISSILES,part_n_minor,0,0.004211257041868141
ARG,MISSILES,part_n_minor,1,-0.2281170076759804
ARG,MISSILES,part_n_minor,2,0.22409018320179697
ARG,MISSILES,part_n_minor,3,0.005372404792423435
ARG,MISSILES,part_n_minor,4,0.0055468952767862715
ARG,MISSILES,part_n_minor,5,0.00573310091707744
ARM,MISSILES,part_n_minor,0,-0.23178432003386315
ARM,MISSILES,part_n_minor,1,0.04226672248707474
ARM,MISSILES,part_n_minor,2,0.14709313792093306
ARM,MISSILES,part_n_minor,3,-0.08090264253484823
ARM,MISSILES,part_n_minor,4,0.16361675189306013
ARM,MISSILES,part_n_minor,5,-0.11671748863445423
AUS,MISSILES,part_n_minor,0,0.11855810910925937
AUS,MISSILES,part_n_minor,1,-0.006465882389944435
AUS,MISSILES,part_n_minor,2,0.005378541266105981
AUS,MISSILES,part_n_minor,3,0.04311404226240987
AUS,MISSILES,part_n_minor,4,-0.05220003432562455
AUS,MISSILES,part_n_minor,5,0.09407559428477523
AUT,MISSILES,part_n_minor,0,-0.12017216452300782
AUT,MISSILES,part_n_minor,1,0.24035070382718293
AUT,MISSILES,part_n_minor,2,-0.24035746551304515
AUT,MISSILES,part_n_minor,3,0.12018232521479826
AUT,MISSILES,part_n_minor,4,0.12018614979860957
AUT,MISSILES,part_n_minor,5,-0.2403804595143158
AZE,MISSILES,part_n_minor,0,-0.29295519206978454
AZE,MISSILES,part_n_minor,1,0.13030119981224833
AZE,MISSILES,part_n_minor,2,-0.2958546894272167
AZE,MISSILES,part_n_minor,3,0.20257673367743348
AZE,MISSILES,part_n_minor,4,-0.00018152097696869495
AZE,MISSILES,part_n_minor,5,0.13545099100066746
BDI,MISSILES,part_n_minor,0,-0.22051824121184146
BDI,MISSILES,part_n_minor,1,0.010586023410382948
BDI,MISSILES,part_n_minor,2,0.2476148859621948
BDI,MISSILES,part_n_minor,3,-0.2292575286851971
BDI,MISSILES,part_n_minor,4,-0.13255029497903345
BDI,MISSILES,part_n_minor,5,0.006472286064543605
BEL,MISSILES,part_n_minor,0,-0.3721841949842561
BEL,MISSILES,part_n_minor,1,0.21470170134371908
BEL,MISSILES,part_n_minor,2,-0.009559498360845626
BEL,MISSILES,part_n_minor,3,0.06806407725480365
BEL,MISSILES,part_n_minor,4,-0.3046547590676763
BEL,MISSILES,part_n_minor,5,0.22741028949959824
BFA,MISSILES,part_n_minor,0,-0.598582088132121
BFA,MISSILES,part_n_minor,1,0.6709578662631678
BFA,MISSILES,part_n_minor,2,-0.16346372284376348
BFA,MISSILES,part_n_minor,3,0.2689496963500529
BFA,MISSILES,part_n_minor,4,-0.37453661626188717
BFA,MISSILES,part_n_minor,5,0.12048810225600687
BGD,MISSILES,part_n_minor,0,-0.08104484061170757
BGD,MISSILES,part_n_minor,1,0.02241161172245567
BGD,MISSILES,part_n_minor,2,0.14538533250632532
BGD,MISSILES,part_n_minor,3,-0.15018900084100706
BGD,MISSILES,part_n_minor,4,0.15665802166364115
BGD,MISSILES,part_n_minor,5,-0.357819940764972
BGR,MISSILES,part_n_minor,0,3.778669033482508e-18
BGR,MISSILES,part_n_minor,1,-2.42483453849802e-18
BGR,MISSILES,part_n_minor,2,1.0197761369597804e-18
BGR,MISSILES,part_n_minor,3,5.110745843530773e-19
BGR,MISSILES,part_n_minor,4,-1.6445182465453427e-18
BGR,MISSILES,part_n_minor,5,1.3203719604480932e-18
BHR,MISSILES,part_n_minor,0,-0.0004364349371306354
BHR,MISSILES,part_n_minor,1,-0.055272199191001875
BHR,MISSILES,part_n_minor,2,0.2684437903238002
BHR,MISSILES,part_n_minor,3,0.24779718852649704
BHR,MISSILES,part_n_minor,4,-0.2037353755664108
BHR,MISSILES,part_n_minor,5,-0.014782412105486552
BIH,MISSILES,part_n_minor,0,0.11351215030227652
BIH,MISSILES,part_n_minor,1,0.21674246534101424
BIH,MISSILES,part_n_minor,2,-0.056756075151138265
BIH,MISSILES,part_n_minor,3,-0.22807298432248221
BIH,MISSILES,part_n_minor,4,-3.2960411381610384e-19
BIH,MISSILES,part_n_minor,5,-1.4252242436349557e-19
BOL,MISSILES,part_n_minor,0,0.0
BOL,MISSILES,part_n_minor,1,0.0
BOL,MISSILES,part_n_minor,2,0.0
BOL,MISSILES,part_n_minor,3,0.0
BOL,MISSILES,part_n_minor,4,0.0
BOL,MISSILES,part_n_minor,5,0.0
BRA,MISSILES,part_n_minor,0,-0.09503188395440594
BRA,MISSILES,part_n_minor,1,0.20709276123968606
BRA,MISSILES,part_n_minor,2,0.07414532996871878
BRA,MISSILES,part_n_minor,3,-0.4777205182564304
BRA,MISSILES,part_n_minor,4,0.03866741319946712
BRA,MISSILES,part_n_minor,5,-0.07013406044732044
BWA,MISSILES,part_n_minor,0,-0.34898226415339595
BWA,MISSILES,part_n_minor,1,0.06860696709111372
BWA,MISSILES,part_n_minor,2,0.29161793424635624
BWA,MISSILES,part_n_minor,3,0.006623150343437665
BWA,MISSILES,part_n_minor,4,-0.11261911940637946
BWA,MISSILES,part_n_minor,5,-0.023187628738443496
CAN,MISSILES,part_n_minor,0,-0.11292007761734509
CAN,MISSILES,part_n_minor,1,0.048365599392309715
CAN,MISSILES,part_n_minor,2,0.0488409488370736
CAN,MISSILES,part_n_minor,3,-0.042592779326421186
CAN,MISSILES,part_n_minor,4,0.061357695068026956
CAN,MISSILES,part_n_minor,5,-0.18108196031080034
CHE,MISSILES,part_n_minor,0,-0.023164214296551338
CHE,MISSILES,part_n_minor,1,0.18974152312093343
CHE,MISSILES,part_n_minor,2,-0.22993662760032335
CHE,MISSILES,part_n_minor,3,-4.1977634514054296e-19
CHE,MISSILES,part_n_minor,4,-0.21267448678831194
CHE,MISSILES,part_n_minor,5,0.2704266876496604
CHN,MISSILES,part_n_minor,0,-0.07693702796644125
CHN,MISSILES,part_n_minor,1,0.06823271332536515
CHN,MISSILES,part_n_minor,2,0.19808618186834512
CHN,MISSILES,part_n_minor,3,-0.5014302581793454
CHN,MISSILES,part_n_minor,4,0.27271492654516144
CHN,MISSILES,part_n_minor,5,0.22465141691528692
CIV,MISSILES,part_n_minor,0,1.7723069313324287e-19
CIV,MISSILES,part_n_minor,1,-0.25643403334166626
CIV,MISSILES,part_n_minor,2,0.25644001623621715
CIV,MISSILES,part_n_minor,3,0.09464672627093187
CIV,MISSILES,part_n_minor,4,0.06715469323105934
CIV,MISSILES,part_n_minor,5,-0.16180847249937286
CMR,MISSILES,part_n_minor,0,-0.2586688851699644
CMR,MISSILES,part_n_minor,1,-0.11028787503073735
CMR,MISSILES,part_n_minor,2,0.4695374746350584
CMR,MISSILES,part_n_minor,3,-0.09688412808060619
CMR,MISSILES,part_n_minor,4,0.036290427930831856
CMR,MISSILES,part_n_minor,5,0.1208475830092818
COD,MISSILES,part_n_minor,0,-0.011406662841670216
COD,MISSILES,part_n_minor,1,7.776829645203762e-19
COD,MISSILES,part_n_minor,2,-0.20966391346736835
COD,MISSILES,part_n_minor,3,0.4194219683899063
COD,MISSILES,part_n_minor,4,-0.5422246463625194
COD,MISSILES,part_n_minor,5,0.45528205793761917
COG,MISSILES,part_n_minor,0,0.008077719648864078
COG,MISSILES,part_n_minor,1,0.008319169972027434
COG,MISSILES,part_n_minor,2,-0.2744160282344523
COG,MISSILES,part_n_minor,3,0.2919883529152253
COG,MISSILES,part_n_minor,4,9.988062429734511e-19
COG,MISSILES,part_n_minor,5,0.010281225788055934
COL,MISSILES,part_n_minor,0,-0.20770531299722697
COL,MISSILES,part_n_minor,1,0.1720770984420493
COL,MISSILES,part_n_minor,2,-0.2130773674565427
COL,MISSILES,part_n_minor,3,0.1385715216257674
COL,MISSILES,part_n_minor,4,0.023489632988414326
COL,MISSILES,part_n_minor,5,-0.013872261354000258
CZE,MISSILES,part_n_minor,0,0.029827985472957258
CZE,MISSILES,part_n_minor,1,-0.25604503649041005
CZE,MISSILES,part_n_minor,2,0.16231710286939144
CZE,MISSILES,part_n_minor,3,-0.022958501304430154
CZE,MISSILES,part_n_minor,4,-0.1708846432705825
CZE,MISSILES,part_n_minor,5,0.20338763617093694
DEU,MISSILES,part_n_minor,0,0.014309477948092586
DEU,MISSILES,part_n_minor,1,0.12378136295925568
DEU,MISSILES,part_n_minor,2,-0.2784102470064344
DEU,MISSILES,part_n_minor,3,-0.004004580359794586
DEU,MISSILES,part_n_minor,4,-0.2685452377029831
DEU,MISSILES,part_n_minor,5,0.4797088984152158
DJI,MISSILES,part_n_minor,0,-0.19968336059661854
DJI,MISSILES,part_n_minor,1,0.09984412456493652
DJI,MISSILES,part_n_minor,2,0.10279303995965954
DJI,MISSILES,part_n_minor,3,-0.20558607991931907
DJI,MISSILES,part_n_minor,4,0.20558607991931904
DJI,MISSILES,part_n_minor,5,-0.1478564709263321
